frame,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility,label
0,0.3742794394493103,0.2987174987792969,-0.13817352056503296,0.9998884201049805,0.37304770946502686,0.28362491726875305,-0.12438125908374786,0.9997988343238831,0.3727979063987732,0.28291040658950806,-0.12437812983989716,0.9997511506080627,0.3725505769252777,0.282213419675827,-0.12434925138950348,0.999700665473938,0.37091130018234253,0.28249695897102356,-0.15268352627754211,0.9998619556427002,0.3690585494041443,0.2808478772640228,-0.15266983211040497,0.9998581409454346,0.3669984042644501,0.27912360429763794,-0.15270139276981354,0.9998308420181274,0.3612845242023468,0.27957525849342346,-0.03538583964109421,0.9994012117385864,0.3518868684768677,0.27551501989364624,-0.16243226826190948,0.9999003410339355,0.3719154894351959,0.31264621019363403,-0.10151873528957367,0.9998201727867126,0.3683888614177704,0.3113431930541992,-0.13829517364501953,0.9999157190322876,0.36511167883872986,0.356537401676178,0.04907029867172241,0.999276340007782,0.30576470494270325,0.35359758138656616,-0.18934199213981628,0.9999618530273438,0.39353206753730774,0.43441641330718994,-0.004541893023997545,0.614220142364502,0.32802385091781616,0.4467111825942993,-0.22899211943149567,0.9978383183479309,0.40338194370269775,0.35393303632736206,-0.19399623572826385,0.7914958000183105,0.37090128660202026,0.3516393005847931,-0.1703617423772812,0.9946749210357666,0.4052264988422394,0.33386486768722534,-0.2312442660331726,0.7229047417640686,0.3844664692878723,0.3262150287628174,-0.18290641903877258,0.9866623282432556,0.4009687006473541,0.3228013515472412,-0.2235337644815445,0.7183904051780701,0.382347971200943,0.3148808479309082,-0.18531425297260284,0.9847807884216309,0.39740896224975586,0.32865339517593384,-0.19893325865268707,0.7051082253456116,0.37575143575668335,0.3256015479564667,-0.16724258661270142,0.9714975357055664,0.3645191192626953,0.5941895246505737,0.07107909023761749,0.998817503452301,0.33066073060035706,0.6024565696716309,-0.07107216864824295,0.9998038411140442,0.37340572476387024,0.7273903489112854,0.21336635947227478,0.9091413617134094,0.3246859014034271,0.7628426551818848,-0.04903285577893257,0.9953416585922241,0.36975929141044617,0.8427979946136475,0.3936862051486969,0.9448174238204956,0.312956839799881,0.9059632420539856,-0.001461538253352046,0.9910725951194763,0.3606841266155243,0.8688108325004578,0.40878477692604065,0.9317176342010498,0.30188849568367004,0.9307531118392944,-0.001088567660190165,0.9280593991279602,0.40332984924316406,0.8752305507659912,0.3588084280490875,0.9598569273948669,0.33631712198257446,0.9505711197853088,-0.09792137891054153,0.9831975698471069,0
1,0.37162378430366516,0.30122366547584534,-0.14600308239459991,0.9998845458030701,0.3718184530735016,0.2847139239311218,-0.13347689807415009,0.999798595905304,0.37188613414764404,0.28389275074005127,-0.13343597948551178,0.9997526407241821,0.37189674377441406,0.28309008479118347,-0.1333780437707901,0.9996970891952515,0.3687683045864105,0.28412365913391113,-0.15976190567016602,0.9998601078987122,0.3666573464870453,0.2827703058719635,-0.1597580462694168,0.9998583793640137,0.3642841875553131,0.28138378262519836,-0.15978911519050598,0.9998304843902588,0.36137425899505615,0.2804418206214905,-0.04090256616473198,0.9993988871574402,0.3500247895717621,0.2778896391391754,-0.16245727241039276,0.99990314245224,0.3698512315750122,0.3160993158817291,-0.10791134834289551,0.9998188614845276,0.3655187487602234,0.31486934423446655,-0.14250026643276215,0.9999153017997742,0.3651215136051178,0.3561651110649109,0.04226474091410637,0.9992905259132385,0.30557429790496826,0.35416850447654724,-0.18650774657726288,0.9999615550041199,0.3957821726799011,0.4269346594810486,-0.044231925159692764,0.6176403164863586,0.33048537373542786,0.4423591196537018,-0.205717071890831,0.997543454170227,0.40283671021461487,0.3482316732406616,-0.264141708612442,0.7872298955917358,0.37146133184432983,0.3506131172180176,-0.10473892837762833,0.9937993884086609,0.4048217833042145,0.3282948136329651,-0.3036573827266693,0.7156349420547485,0.3856603503227234,0.3241308033466339,-0.10782407969236374,0.9845518469810486,0.39969882369041443,0.318923681974411,-0.2906448245048523,0.7106910347938538,0.3823994994163513,0.31455323100090027,-0.11167369782924652,0.9824410080909729,0.3963996171951294,0.3272528052330017,-0.2675310969352722,0.6996302008628845,0.37575235962867737,0.3255350887775421,-0.10059843957424164,0.9683043360710144,0.3663153648376465,0.5946409702301025,0.06841722875833511,0.9988336563110352,0.3318096995353699,0.6036024689674377,-0.06846480816602707,0.9997892379760742,0.37342584133148193,0.7305862307548523,0.20904016494750977,0.907690703868866,0.32476332783699036,0.7628389596939087,-0.02970629744231701,0.9948086142539978,0.3695720434188843,0.8423123359680176,0.37078893184661865,0.94460529088974,0.3129548132419586,0.903240442276001,0.04609297960996628,0.9898455739021301,0.360835462808609,0.868083655834198,0.38457822799682617,0.9315568804740906,0.3027043640613556,0.9247860312461853,0.05048346519470215,0.9250989556312561,0.4002841114997864,0.8757259845733643,0.3378092348575592,0.9589053988456726,0.33536672592163086,0.9492248296737671,-0.03936721757054329,0.9812523722648621,0
2,0.3716672956943512,0.30187806487083435,-0.1419052928686142,0.9998740553855896,0.3718409836292267,0.2849530875682831,-0.13120229542255402,0.9997876286506653,0.3718947470188141,0.28413310647010803,-0.13111738860607147,0.999744713306427,0.3719051480293274,0.28333351016044617,-0.13102607429027557,0.999678909778595,0.3688468039035797,0.284389853477478,-0.15743857622146606,0.9998490810394287,0.36675646901130676,0.2830547094345093,-0.15743859112262726,0.9998511672019958,0.36441609263420105,0.28169554471969604,-0.15746870636940002,0.999819278717041,0.36181724071502686,0.28095561265945435,-0.04030390456318855,0.9993656277656555,0.35008421540260315,0.278510183095932,-0.16221953928470612,0.999900758266449,0.3696543276309967,0.3175976872444153,-0.1046869307756424,0.9998090267181396,0.3654547929763794,0.3163835108280182,-0.13978198170661926,0.9999107122421265,0.36544618010520935,0.35616275668144226,0.040865980088710785,0.9992902874946594,0.3055621385574341,0.3543887436389923,-0.18313747644424438,0.9999607801437378,0.3957256078720093,0.42730268836021423,-0.04672299325466156,0.6115102767944336,0.33196067810058594,0.44239485263824463,-0.19110670685768127,0.9970906972885132,0.400777131319046,0.34847497940063477,-0.2758595645427704,0.7766957879066467,0.37184104323387146,0.35293278098106384,-0.08749571442604065,0.9927473068237305,0.40295249223709106,0.32858020067214966,-0.31651535630226135,0.7030425667762756,0.3858661353588104,0.3271564245223999,-0.08955506980419159,0.9822651147842407,0.39828166365623474,0.3190719187259674,-0.30473199486732483,0.6983091235160828,0.38235732913017273,0.3186590075492859,-0.09501202404499054,0.9799882173538208,0.3964136838912964,0.33083996176719666,-0.28006887435913086,0.6900720596313477,0.3757537007331848,0.329046368598938,-0.08372633904218674,0.9648156762123108,0.3674713373184204,0.5956406593322754,0.06709707528352737,0.9988412261009216,0.332661509513855,0.6048012971878052,-0.06719676405191422,0.9997697472572327,0.3734695613384247,0.7316254377365112,0.20910874009132385,0.9075882434844971,0.324934184551239,0.762853741645813,-0.01691318489611149,0.99439936876297,0.3695603013038635,0.842070996761322,0.367208868265152,0.9450265169143677,0.31328392028808594,0.9001820683479309,0.06743764877319336,0.9889850616455078,0.36125171184539795,0.8677257895469666,0.3806649446487427,0.9316682815551758,0.3038308322429657,0.9209392070770264,0.0729617103934288,0.923604428768158,0.3994067907333374,0.8763673901557922,0.3336358964443207,0.9585686922073364,0.3344878554344177,0.9474273920059204,-0.012972425669431686,0.9799928665161133,0
3,0.37189528346061707,0.3018273413181305,-0.12889134883880615,0.9998507499694824,0.37207460403442383,0.2849480211734772,-0.1187451109290123,0.999757707118988,0.37207046151161194,0.28412970900535583,-0.11867666244506836,0.9997202157974243,0.3720111846923828,0.28332534432411194,-0.11860152333974838,0.9996392130851746,0.3692297637462616,0.28439241647720337,-0.14703640341758728,0.9998201727867126,0.36720576882362366,0.28306716680526733,-0.14703066647052765,0.9998285174369812,0.364963173866272,0.2817118167877197,-0.1470620483160019,0.9997859001159668,0.3619472086429596,0.28099820017814636,-0.0340341292321682,0.9992877244949341,0.35098734498023987,0.27852392196655273,-0.16177180409431458,0.999887228012085,0.36966782808303833,0.31752637028694153,-0.09373759478330612,0.9997850060462952,0.36563840508461,0.3162599802017212,-0.1311710625886917,0.9998971223831177,0.3654475808143616,0.35533228516578674,0.041392579674720764,0.9992785453796387,0.30565452575683594,0.35439541935920715,-0.18077731132507324,0.9999579191207886,0.39559972286224365,0.4273228049278259,-0.04441731795668602,0.59914630651474,0.33284875750541687,0.44247865676879883,-0.18256595730781555,0.9964466094970703,0.3993106484413147,0.3503285050392151,-0.27663928270339966,0.763034999370575,0.3721798062324524,0.3570936322212219,-0.08063244074583054,0.991504967212677,0.4019670784473419,0.32875877618789673,-0.3169824481010437,0.6887403130531311,0.3858557343482971,0.3310663402080536,-0.08272039890289307,0.9798334836959839,0.3974563181400299,0.3194044232368469,-0.30615583062171936,0.6845242381095886,0.38199126720428467,0.32261142134666443,-0.0890553891658783,0.9774158000946045,0.3942413032054901,0.33120256662368774,-0.28130292892456055,0.6790370345115662,0.3756698966026306,0.3326345980167389,-0.07723180204629898,0.9609906673431396,0.3678743541240692,0.5958964824676514,0.06661397218704224,0.9988455772399902,0.33326929807662964,0.6049908399581909,-0.0667395144701004,0.999738335609436,0.3737255334854126,0.7323077917098999,0.20417828857898712,0.9069449305534363,0.3251381516456604,0.7629647850990295,-0.0076029011979699135,0.993837833404541,0.3696654736995697,0.8421474099159241,0.35533398389816284,0.9445157051086426,0.3134903907775879,0.8972405791282654,0.08443979918956757,0.9880176782608032,0.3619551360607147,0.8677514791488647,0.36838996410369873,0.9311046004295349,0.3043803870677948,0.9177500009536743,0.09102984517812729,0.922418475151062,0.39951828122138977,0.8769601583480835,0.3215872645378113,0.9578032493591309,0.334107369184494,0.9458174705505371,0.008715638890862465,0.9786850214004517,0
4,0.37204328179359436,0.30186447501182556,-0.12256845086812973,0.9998486042022705,0.37224718928337097,0.2851656973361969,-0.11242064088582993,0.9997581839561462,0.3722164034843445,0.28433674573898315,-0.11235442012548447,0.9997248649597168,0.3721220791339874,0.28350791335105896,-0.11228357255458832,0.999640166759491,0.36954769492149353,0.2846236526966095,-0.14128273725509644,0.9998180866241455,0.3676460087299347,0.2833106219768524,-0.14128254354000092,0.9998294711112976,0.3655702471733093,0.2819482684135437,-0.14130760729312897,0.9997846484184265,0.3622210919857025,0.2813089191913605,-0.029855214059352875,0.9992929100990295,0.3524085581302643,0.27872127294540405,-0.16093653440475464,0.9998892545700073,0.36970606446266174,0.3173728287220001,-0.08819945901632309,0.9997846484184265,0.36574938893318176,0.3161362111568451,-0.12639658153057098,0.9998961091041565,0.3655238151550293,0.35521364212036133,0.043413110077381134,0.9992942214012146,0.307070255279541,0.35439273715019226,-0.18100754916667938,0.9999582767486572,0.3955402970314026,0.4245308041572571,-0.036596473306417465,0.5871591567993164,0.33667996525764465,0.44031140208244324,-0.18135803937911987,0.9958822131156921,0.39856836199760437,0.3497883975505829,-0.25737738609313965,0.7467962503433228,0.3761848509311676,0.35680145025253296,-0.05566440522670746,0.9897288680076599,0.4012024700641632,0.3283936679363251,-0.29588618874549866,0.6713989973068237,0.38795822858810425,0.3308253586292267,-0.05524015426635742,0.9762271642684937,0.39648371934890747,0.3195054531097412,-0.28534239530563354,0.6677603721618652,0.3828333616256714,0.3223448097705841,-0.061636123806238174,0.9735270738601685,0.3928186595439911,0.33092841506004333,-0.26191288232803345,0.6646925210952759,0.3775314688682556,0.3324722945690155,-0.05180599167943001,0.9554838538169861,0.36790719628334045,0.5963461995124817,0.06685789674520493,0.9988791942596436,0.3334396183490753,0.6060072779655457,-0.06702625006437302,0.9997303485870361,0.3741110563278198,0.7322641015052795,0.2066943496465683,0.9077397584915161,0.32514622807502747,0.7631181478500366,-0.013132518157362938,0.9937311410903931,0.37013673782348633,0.8422795534133911,0.36073458194732666,0.9460863471031189,0.3135018050670624,0.8971955180168152,0.06918638199567795,0.9880766868591309,0.36321812868118286,0.8684374690055847,0.3737616539001465,0.9328911900520325,0.3043347895145416,0.918504536151886,0.07466225326061249,0.9243150949478149,0.4004038870334625,0.8770327568054199,0.32859840989112854,0.9587616920471191,0.33412936329841614,0.9457952380180359,-0.0075672040693461895,0.9788006544113159,0
5,0.3726739287376404,0.30247798562049866,-0.11374647170305252,0.9998413324356079,0.3729514479637146,0.28615760803222656,-0.10389260202646255,0.9997482299804688,0.37284085154533386,0.2853332757949829,-0.10383839905261993,0.99972003698349,0.37266504764556885,0.28446659445762634,-0.10378041863441467,0.9996303915977478,0.37057769298553467,0.28565919399261475,-0.13395188748836517,0.9998070001602173,0.3688774108886719,0.2844003140926361,-0.13394813239574432,0.999822735786438,0.367012083530426,0.28306156396865845,-0.1339685618877411,0.9997729063034058,0.3628872334957123,0.28213998675346375,-0.02578171342611313,0.9992749691009521,0.3541291356086731,0.2795723080635071,-0.16095243394374847,0.9998853206634521,0.3699292242527008,0.31756591796875,-0.08106155693531036,0.9997763633728027,0.36645299196243286,0.31630629301071167,-0.12082525342702866,0.9998898506164551,0.3653549253940582,0.35529354214668274,0.04671537131071091,0.9992939233779907,0.30972278118133545,0.3548296391963959,-0.18413907289505005,0.9999571442604065,0.3953556418418884,0.42464691400527954,-0.02821701392531395,0.573233962059021,0.3418022692203522,0.43958258628845215,-0.18123111128807068,0.9954133629798889,0.3974723815917969,0.35083088278770447,-0.2466617077589035,0.729869544506073,0.37997013330459595,0.3571210503578186,-0.05922685191035271,0.988490641117096,0.40011921525001526,0.32849615812301636,-0.2803017497062683,0.6535283327102661,0.38993963599205017,0.3306412398815155,-0.06069142743945122,0.9736933708190918,0.3950291872024536,0.3201201558113098,-0.26997873187065125,0.6506801843643188,0.38453996181488037,0.3227098286151886,-0.06671192497015,0.970825731754303,0.39145421981811523,0.33115074038505554,-0.25134140253067017,0.6493867039680481,0.38010454177856445,0.3329431414604187,-0.05557750537991524,0.9514189958572388,0.3678448796272278,0.5976026654243469,0.06794767826795578,0.9988980293273926,0.3339076638221741,0.6081821918487549,-0.06813963502645493,0.9997088313102722,0.3747287690639496,0.7321873903274536,0.20107696950435638,0.908596932888031,0.32513874769210815,0.7633112668991089,-0.006908720824867487,0.9935566186904907,0.37070947885513306,0.8427159786224365,0.34256112575531006,0.9473216533660889,0.3134450614452362,0.8974921703338623,0.0829126387834549,0.9881328344345093,0.3641894459724426,0.8697741627693176,0.3546695113182068,0.9346335530281067,0.30392906069755554,0.9191024303436279,0.08926448225975037,0.9264273643493652,0.4022509753704071,0.8770499229431152,0.31104451417922974,0.9598230719566345,0.33447641134262085,0.9459492564201355,0.010975060984492302,0.9790080785751343,0
6,0.37344878911972046,0.302888959646225,-0.11143314838409424,0.999840497970581,0.37384432554244995,0.2868092656135559,-0.10106201469898224,0.9997492432594299,0.37370565533638,0.28597909212112427,-0.10099495947360992,0.9997233152389526,0.37349748611450195,0.28507885336875916,-0.1009412482380867,0.9996320605278015,0.371463418006897,0.2863607406616211,-0.13103778660297394,0.9998077750205994,0.36975574493408203,0.28514716029167175,-0.1310388594865799,0.9998260140419006,0.367900013923645,0.28382939100265503,-0.1310657411813736,0.9997761845588684,0.3641175627708435,0.2830870449542999,-0.02222788706421852,0.9992843866348267,0.35536155104637146,0.2803385257720947,-0.1593424677848816,0.9998883008956909,0.370331734418869,0.3175254762172699,-0.07853575050830841,0.9997725486755371,0.3671281933784485,0.3163893222808838,-0.11829964816570282,0.9998874068260193,0.36545053124427795,0.35529619455337524,0.05547399818897247,0.9992835521697998,0.3117577135562897,0.35497239232063293,-0.1871776282787323,0.9999566674232483,0.3941895067691803,0.4219561815261841,0.026451660320162773,0.5502147078514099,0.3456874191761017,0.4371146261692047,-0.1851351410150528,0.9950578808784485,0.3968508541584015,0.350627064704895,-0.12658104300498962,0.706257164478302,0.3812132477760315,0.35714516043663025,-0.05460084229707718,0.9874516725540161,0.3997771143913269,0.32762277126312256,-0.15064875781536102,0.6303833723068237,0.3907833695411682,0.33049631118774414,-0.05361968278884888,0.9714299440383911,0.3945429027080536,0.32017573714256287,-0.14358125627040863,0.6280994415283203,0.38527578115463257,0.32244715094566345,-0.05993732064962387,0.968390703201294,0.39107003808021545,0.3309432864189148,-0.13056661188602448,0.629307746887207,0.3810867369174957,0.3327372372150421,-0.05081158131361008,0.9479223489761353,0.3677540123462677,0.5981032848358154,0.06906868517398834,0.9989312887191772,0.33420321345329285,0.6085076332092285,-0.06925483793020248,0.9996978640556335,0.3755541145801544,0.7320849299430847,0.19108453392982483,0.910221517086029,0.32515591382980347,0.7634207606315613,-0.00973061565309763,0.9933187961578369,0.3711246848106384,0.8425205945968628,0.3200778663158417,0.9486487507820129,0.3133608400821686,0.8975754380226135,0.07651272416114807,0.9882432222366333,0.36498790979385376,0.8698467016220093,0.3310015797615051,0.936598539352417,0.3038139045238495,0.9190274477005005,0.08265665173530579,0.9286508560180664,0.4031524956226349,0.877047061920166,0.28918907046318054,0.9607414603233337,0.33451971411705017,0.9459964036941528,0.006585327908396721,0.9792473912239075,0
7,0.3779001533985138,0.3025661110877991,-0.09699226915836334,0.9998042583465576,0.3772035241127014,0.2867736220359802,-0.0864909440279007,0.9996851682662964,0.3767896294593811,0.28593382239341736,-0.0864584743976593,0.9996492862701416,0.3762943148612976,0.28502342104911804,-0.08644749969244003,0.9995492100715637,0.3753798305988312,0.2863461375236511,-0.11757585406303406,0.9997716546058655,0.3738349676132202,0.28519338369369507,-0.117584727704525,0.999799370765686,0.3722071647644043,0.2840043604373932,-0.11762306094169617,0.999750018119812,0.3660796284675598,0.28307220339775085,-0.016843421384692192,0.9991462826728821,0.35987958312034607,0.280923455953598,-0.15845872461795807,0.9998658299446106,0.3734847903251648,0.3171592950820923,-0.06793555617332458,0.9996733665466309,0.371259868144989,0.31637251377105713,-0.10919702798128128,0.9998342990875244,0.3641212284564972,0.353077232837677,0.06991083920001984,0.9991191029548645,0.3178997039794922,0.35578835010528564,-0.19542905688285828,0.9999483823776245,0.3908403515815735,0.41293907165527344,0.15164627134799957,0.5116043090820312,0.3504474461078644,0.43511223793029785,-0.18834395706653595,0.9943488836288452,0.3959406912326813,0.34509339928627014,0.12990857660770416,0.6650782823562622,0.38575083017349243,0.3561285138130188,-0.06542936712503433,0.9855012893676758,0.39960524439811707,0.3208424746990204,0.12745501101016998,0.5946416854858398,0.39435842633247375,0.32978928089141846,-0.06622231006622314,0.9686368703842163,0.39399829506874084,0.3177604675292969,0.1251543015241623,0.5930795669555664,0.38911426067352295,0.3219793140888214,-0.0708116739988327,0.9654443860054016,0.3900774121284485,0.3287273943424225,0.12578339874744415,0.5963110327720642,0.38557299971580505,0.3313983380794525,-0.061383023858070374,0.9433923959732056,0.3667743504047394,0.5980156064033508,0.07292310893535614,0.9989243149757385,0.3354785740375519,0.6084877252578735,-0.07295951247215271,0.9996761679649353,0.3761087954044342,0.7309691905975342,0.19351433217525482,0.9081906080245972,0.3256772458553314,0.7634931802749634,-0.013539964333176613,0.9925273656845093,0.37141063809394836,0.8427658081054688,0.3325684368610382,0.9484336972236633,0.31330615282058716,0.8994995951652527,0.0658336952328682,0.9881504774093628,0.36540311574935913,0.8709018230438232,0.3442516326904297,0.9364157319068909,0.3031062185764313,0.9208490252494812,0.07100961357355118,0.9303628206253052,0.40397199988365173,0.8770451545715332,0.30251964926719666,0.9607118368148804,0.3349643051624298,0.9465936422348022,-0.006916784215718508,0.9793474078178406,0
8,0.38088691234588623,0.3025546371936798,-0.09381067007780075,0.9997571110725403,0.3795853853225708,0.2867899239063263,-0.0825851783156395,0.9995992183685303,0.3790508806705475,0.28595730662345886,-0.08258188515901566,0.9995359182357788,0.3784179985523224,0.2850574851036072,-0.08259247243404388,0.9994453191757202,0.37799569964408875,0.2864283323287964,-0.11498154699802399,0.9997281432151794,0.3765069246292114,0.28536221385002136,-0.11499333381652832,0.9997601509094238,0.3749280571937561,0.2843027412891388,-0.11502806097269058,0.9997193813323975,0.3676099181175232,0.28305771946907043,-0.014637754298746586,0.9989481568336487,0.3620237112045288,0.28139054775238037,-0.1594092696905136,0.9998326301574707,0.376374751329422,0.31710952520370483,-0.06497407704591751,0.9994974136352539,0.374530166387558,0.31639039516448975,-0.10770707577466965,0.9997332096099854,0.36000776290893555,0.35066309571266174,0.08351315557956696,0.9988758563995361,0.32189705967903137,0.35930904746055603,-0.20584885776042938,0.9999315738677979,0.389585942029953,0.3984210789203644,0.2060706913471222,0.47143882513046265,0.3586290180683136,0.43334832787513733,-0.1907510608434677,0.9928743243217468,0.4008392095565796,0.3350673019886017,0.22013992071151733,0.6242930293083191,0.38736411929130554,0.3547830581665039,-0.06693487614393234,0.9826036095619202,0.4021637737751007,0.31487929821014404,0.22385281324386597,0.5625369548797607,0.3956349790096283,0.32864686846733093,-0.07109231501817703,0.9655935168266296,0.3966296911239624,0.3124798536300659,0.21422640979290009,0.5618764758110046,0.3907756209373474,0.32029661536216736,-0.07489536702632904,0.9622921347618103,0.3920927345752716,0.3196069300174713,0.21360795199871063,0.5675941109657288,0.3873736262321472,0.32912030816078186,-0.06307581812143326,0.9389786720275879,0.36378031969070435,0.5980941653251648,0.08296243846416473,0.9989053606987,0.3384392559528351,0.6086356043815613,-0.08286786079406738,0.9996352195739746,0.37631842494010925,0.7297384142875671,0.20275159180164337,0.8979228734970093,0.3266700804233551,0.763717770576477,-0.006985306739807129,0.9914941787719727,0.37180233001708984,0.8430668115615845,0.34188222885131836,0.9433943033218384,0.31356772780418396,0.9010443687438965,0.08762500435113907,0.9879022836685181,0.36681467294692993,0.8735888600349426,0.3543625771999359,0.9314448237419128,0.3025268614292145,0.9232046604156494,0.0945868119597435,0.9322289824485779,0.40476980805397034,0.8765943646430969,0.30926960706710815,0.9583002924919128,0.33740293979644775,0.9463898539543152,0.023454168811440468,0.9791930317878723,0
9,0.38186904788017273,0.302895188331604,-0.08600128442049026,0.9997434616088867,0.3809743821620941,0.2871754467487335,-0.07510197907686234,0.9995720982551575,0.38060489296913147,0.28629443049430847,-0.07509281486272812,0.9994971752166748,0.3801405131816864,0.28533482551574707,-0.07510874420404434,0.9994118809700012,0.3791767656803131,0.2869928181171417,-0.10722643882036209,0.9997175931930542,0.37765198945999146,0.28603142499923706,-0.10723886638879776,0.9997508525848389,0.3760065734386444,0.2850533127784729,-0.10727353394031525,0.9997151494026184,0.3695504069328308,0.2830914855003357,-0.008844553492963314,0.9988874197006226,0.3632257878780365,0.2818719744682312,-0.15570297837257385,0.999825119972229,0.3776174783706665,0.31705242395401,-0.05780825763940811,0.9994215965270996,0.3754143714904785,0.31648871302604675,-0.10038790851831436,0.9996895790100098,0.3590262532234192,0.34763917326927185,0.08599208295345306,0.9987581968307495,0.32519403100013733,0.3596667945384979,-0.202976793050766,0.9999222755432129,0.38866472244262695,0.38890188932418823,0.20739148557186127,0.43356606364250183,0.36375150084495544,0.4304713308811188,-0.18965820968151093,0.9915674924850464,0.4029589593410492,0.3286614418029785,0.21968194842338562,0.5838673114776611,0.3915579915046692,0.34914520382881165,-0.04232794791460037,0.9784543514251709,0.4032942056655884,0.30739516019821167,0.22298309206962585,0.5298787355422974,0.3991072475910187,0.3237193822860718,-0.04346263408660889,0.9603760242462158,0.3987179398536682,0.3076924979686737,0.2132464051246643,0.5301728248596191,0.3946695923805237,0.31781959533691406,-0.04730783775448799,0.9567773342132568,0.39422762393951416,0.3136751651763916,0.21294647455215454,0.5384326577186584,0.3914090096950531,0.32147133350372314,-0.03802179545164108,0.9317151308059692,0.36380138993263245,0.5973995327949524,0.08328279107809067,0.9988955855369568,0.34099164605140686,0.6080539226531982,-0.0832129716873169,0.9996113181114197,0.3773825466632843,0.7273998856544495,0.20468942821025848,0.8902486562728882,0.32724353671073914,0.763737678527832,-0.010699259117245674,0.9904206395149231,0.3722497224807739,0.8430702090263367,0.34506580233573914,0.9396371245384216,0.31361305713653564,0.9015356302261353,0.07515285164117813,0.9876291155815125,0.36747872829437256,0.8743571043014526,0.3573143184185028,0.9277588725090027,0.302168071269989,0.9244989156723022,0.08069822192192078,0.9336395859718323,0.4050811231136322,0.8760840892791748,0.31146660447120667,0.955998957157135,0.33775413036346436,0.9461776614189148,0.004784062970429659,0.9787997007369995,0
