frame,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility,label
0,0.37215131521224976,0.27958810329437256,-0.10009590536355972,0.999970555305481,0.3720496892929077,0.2636866867542267,-0.08817508816719055,0.9999309778213501,0.3713743984699249,0.26271116733551025,-0.08815537393093109,0.9999227523803711,0.3704886734485626,0.26150497794151306,-0.08811287581920624,0.999927282333374,0.37077319622039795,0.2618725299835205,-0.12152194231748581,0.9999383687973022,0.36920735239982605,0.2596728801727295,-0.12153608351945877,0.9999297857284546,0.3673502802848816,0.25730085372924805,-0.12156549841165543,0.9999234676361084,0.3585411012172699,0.254482626914978,-0.013854717835783958,0.9996654987335205,0.3525630235671997,0.2502702474594116,-0.16656546294689178,0.9999340772628784,0.366354376077652,0.28993943333625793,-0.06849752366542816,0.9998929500579834,0.36442339420318604,0.2873647212982178,-0.11294058710336685,0.9999598264694214,0.34195676445961,0.32124489545822144,0.08161770552396774,0.9998364448547363,0.30691882967948914,0.31256404519081116,-0.19910158216953278,0.9999927282333374,0.3390883803367615,0.42654094099998474,0.0732119083404541,0.22837364673614502,0.28559640049934387,0.430611252784729,-0.21704573929309845,0.9956691265106201,0.38220471143722534,0.39451146125793457,-0.08749363571405411,0.7866131663322449,0.35009247064590454,0.4154479205608368,-0.16864003241062164,0.9926512837409973,0.3948306441307068,0.37725499272346497,-0.11070601642131805,0.8017475605010986,0.36692216992378235,0.40908676385879517,-0.18265454471111298,0.9851642847061157,0.39559733867645264,0.36326634883880615,-0.12294074147939682,0.8113594651222229,0.36816298961639404,0.39130616188049316,-0.1773478090763092,0.9839029312133789,0.38894763588905334,0.3690029978752136,-0.09928806126117706,0.792678713798523,0.3622327446937561,0.39352577924728394,-0.16175039112567902,0.9674119353294373,0.342354953289032,0.5401610136032104,0.0963611751794815,0.9988865256309509,0.32231074571609497,0.5451232194900513,-0.09640057384967804,0.9994332194328308,0.3584836423397064,0.6842163801193237,0.1784486323595047,0.7682015895843506,0.32648971676826477,0.7147914171218872,-0.08560717850923538,0.9946228265762329,0.3604069948196411,0.8405133485794067,0.3050261437892914,0.9120349884033203,0.28681641817092896,0.8740388751029968,-0.03235730528831482,0.9914532899856567,0.3517477810382843,0.868462085723877,0.31334879994392395,0.8796520233154297,0.2732698321342468,0.8918468952178955,-0.03075380250811577,0.9507798552513123,0.39908111095428467,0.866060197353363,0.26754504442214966,0.9406622052192688,0.3123988211154938,0.9295225739479065,-0.10969838500022888,0.9851008057594299,0
1,0.3715874254703522,0.27906370162963867,-0.0848797932267189,0.9999412894248962,0.3715403974056244,0.26304033398628235,-0.07203851640224457,0.9998760223388672,0.3709266781806946,0.2622738778591156,-0.07202653586864471,0.9998558163642883,0.37010428309440613,0.26121315360069275,-0.07197295129299164,0.9998612403869629,0.37005487084388733,0.26114779710769653,-0.10547664761543274,0.9998920559883118,0.3684220016002655,0.25913533568382263,-0.10548307001590729,0.9998804330825806,0.36647823452949524,0.25692856311798096,-0.10553201287984848,0.9998754858970642,0.3582559823989868,0.25452640652656555,0.0034809564240276814,0.999313473701477,0.35251083970069885,0.250342458486557,-0.1495392769575119,0.9998927712440491,0.366027295589447,0.28992897272109985,-0.05338989570736885,0.9997938871383667,0.36420345306396484,0.2873491644859314,-0.09782897680997849,0.9999263286590576,0.34085819125175476,0.3250134587287903,0.09702249616384506,0.9997572302818298,0.30693596601486206,0.3130960762500763,-0.18823817372322083,0.9999910593032837,0.33941519260406494,0.42983320355415344,0.07740642130374908,0.21446974575519562,0.2917172610759735,0.4327145218849182,-0.209707573056221,0.9954683184623718,0.3804084360599518,0.39544782042503357,-0.0902433693408966,0.7578784823417664,0.3499022126197815,0.412722110748291,-0.16195152699947357,0.9923449158668518,0.39262446761131287,0.38658520579338074,-0.11348498612642288,0.7781141996383667,0.3660094141960144,0.407426118850708,-0.1761867254972458,0.9846431016921997,0.39126908779144287,0.37416720390319824,-0.1251388043165207,0.7883061170578003,0.36605560779571533,0.390827476978302,-0.17147991061210632,0.9833911657333374,0.38585957884788513,0.3757782280445099,-0.10213562846183777,0.769934892654419,0.3606630265712738,0.3922789692878723,-0.155183807015419,0.9664201140403748,0.34362947940826416,0.5447399616241455,0.09527195990085602,0.9987558126449585,0.32280346751213074,0.5479944944381714,-0.0953189879655838,0.9993357062339783,0.35861441493034363,0.686776876449585,0.18114764988422394,0.7691027522087097,0.3215954005718231,0.7193204760551453,-0.07483705878257751,0.9944486618041992,0.36011627316474915,0.8403339385986328,0.30530282855033875,0.9127752184867859,0.28393667936325073,0.8744333386421204,-0.011628909036517143,0.9912572503089905,0.3525017499923706,0.8680153489112854,0.31343206763267517,0.8813624382019043,0.27118805050849915,0.892877459526062,-0.00878233928233385,0.9496738314628601,0.39825019240379333,0.8662800788879395,0.2666935920715332,0.941072404384613,0.31084269285202026,0.9295017123222351,-0.08922235667705536,0.984954833984375,0
2,0.37044715881347656,0.2788056433200836,-0.06909989565610886,0.9999366998672485,0.37024053931236267,0.26272720098495483,-0.05593673884868622,0.9998648166656494,0.3696694076061249,0.26203447580337524,-0.05591956898570061,0.9998416304588318,0.3689272105693817,0.26103031635284424,-0.055865563452243805,0.9998480677604675,0.36881402134895325,0.2608064115047455,-0.08813057094812393,0.9998827576637268,0.36726659536361694,0.25888776779174805,-0.08811657130718231,0.999870240688324,0.3654237985610962,0.2567712366580963,-0.08815987408161163,0.9998639822006226,0.3574836850166321,0.25461283326148987,0.018971038982272148,0.9992457628250122,0.35229256749153137,0.25042617321014404,-0.1286468803882599,0.9998779296875,0.3651876151561737,0.2898500859737396,-0.03812757506966591,0.999778687953949,0.3636479377746582,0.2872333526611328,-0.08099035918712616,0.9999185800552368,0.3416200876235962,0.32611677050590515,0.10743843764066696,0.9997516870498657,0.3068825900554657,0.3136335015296936,-0.1662486344575882,0.99998939037323,0.3511398732662201,0.42297643423080444,0.10581139475107193,0.2300804704427719,0.3030332326889038,0.4332394301891327,-0.19430088996887207,0.9953329563140869,0.3906671106815338,0.3861120045185089,-0.04006706550717354,0.7702694535255432,0.3522348403930664,0.4056222438812256,-0.16164587438106537,0.9925001263618469,0.40085089206695557,0.37913358211517334,-0.06128615140914917,0.787124752998352,0.3663727343082428,0.39991775155067444,-0.17635385692119598,0.9849852323532104,0.39823946356773376,0.37205180525779724,-0.07056526094675064,0.7968847155570984,0.3661032021045685,0.38541293144226074,-0.17229358851909637,0.9837718605995178,0.3936995267868042,0.37331312894821167,-0.05003133788704872,0.7788227200508118,0.36116987466812134,0.38701173663139343,-0.15588022768497467,0.9670741558074951,0.34522342681884766,0.5477961897850037,0.08963188529014587,0.9987685084342957,0.32309845089912415,0.5504485964775085,-0.08968068659305573,0.9993180632591248,0.35896703600883484,0.6866902112960815,0.17468935251235962,0.7729930877685547,0.31853094696998596,0.7179839611053467,-0.07601916044950485,0.9941650629043579,0.36007198691368103,0.8398898243904114,0.2929430305957794,0.9138018488883972,0.2835121750831604,0.8748329281806946,-0.014788294211030006,0.9909016489982605,0.3527102768421173,0.8678518533706665,0.3007207214832306,0.8841314911842346,0.2705995440483093,0.8944895267486572,-0.014048977755010128,0.9479959011077881,0.39825794100761414,0.8657331466674805,0.2535935342311859,0.9417930841445923,0.31100401282310486,0.923458993434906,-0.0982128232717514,0.9846898913383484,0
3,0.3699089288711548,0.278807669878006,-0.06990580260753632,0.9999129176139832,0.3697287440299988,0.2627277374267578,-0.05826054885983467,0.9998130798339844,0.36914142966270447,0.2620343863964081,-0.05824785679578781,0.9997755289077759,0.36835232377052307,0.2610296607017517,-0.05819779634475708,0.9997888207435608,0.3683392405509949,0.26081275939941406,-0.0910586342215538,0.9998409748077393,0.36686018109321594,0.25892454385757446,-0.09106536954641342,0.9998257160186768,0.3650328814983368,0.25685790181159973,-0.09111584722995758,0.9998212456703186,0.35631296038627625,0.2547566890716553,0.01282538939267397,0.9990035891532898,0.3519991934299469,0.25096365809440613,-0.13706547021865845,0.9998385310173035,0.3645917773246765,0.2899642884731293,-0.039920683950185776,0.999701738357544,0.3632306456565857,0.2873042821884155,-0.08347559720277786,0.9998854398727417,0.33964601159095764,0.3259565532207489,0.10425523668527603,0.9996829032897949,0.30695098638534546,0.3139103651046753,-0.17521049082279205,0.9999864101409912,0.34736213088035583,0.4232301712036133,0.1118321344256401,0.21948915719985962,0.3080980181694031,0.4330437183380127,-0.19234737753868103,0.9948224425315857,0.38252127170562744,0.38693878054618835,-0.022552018985152245,0.7488229870796204,0.3569408059120178,0.3946166932582855,-0.13964281976222992,0.9920026659965515,0.39325055480003357,0.3814029395580292,-0.04005293920636177,0.7686055302619934,0.37044963240623474,0.38712337613105774,-0.1528487205505371,0.9843844175338745,0.3905220329761505,0.37447160482406616,-0.05054307356476784,0.778857409954071,0.3695547878742218,0.37486469745635986,-0.15162697434425354,0.9831911325454712,0.38620415329933167,0.37598639726638794,-0.03267500549554825,0.7615023851394653,0.3650318384170532,0.3770764172077179,-0.13432089984416962,0.9661275148391724,0.34502163529396057,0.5515349507331848,0.08941768854856491,0.9987437725067139,0.32354551553726196,0.5534627437591553,-0.08943915367126465,0.9992240071296692,0.35923588275909424,0.6891824007034302,0.1561032235622406,0.7674086689949036,0.3179246187210083,0.7173900604248047,-0.04647417366504669,0.9933418035507202,0.3603964149951935,0.8398009538650513,0.2569659650325775,0.9087580442428589,0.28362807631492615,0.8750201463699341,0.042127884924411774,0.9899148344993591,0.3531613349914551,0.8677557706832886,0.2630882263183594,0.8811452388763428,0.2705738842487335,0.8946649432182312,0.047875504940748215,0.9460057020187378,0.39818045496940613,0.865911066532135,0.21675686538219452,0.9392385482788086,0.3108305335044861,0.9201354384422302,-0.022361798211932182,0.9836166501045227,0
4,0.36955004930496216,0.2788013815879822,-0.06397192180156708,0.9999133348464966,0.36922019720077515,0.262619286775589,-0.052355408668518066,0.9998167157173157,0.36856305599212646,0.2618612051010132,-0.052351225167512894,0.9997813105583191,0.3677058219909668,0.2608095407485962,-0.05231136083602905,0.9997934699058533,0.3679541051387787,0.26078134775161743,-0.08628259599208832,0.9998409748077393,0.36658400297164917,0.2589114010334015,-0.08628401905298233,0.9998271465301514,0.3648982048034668,0.25685641169548035,-0.08632390201091766,0.9998209476470947,0.3555583655834198,0.25459620356559753,0.019105810672044754,0.9990391731262207,0.3519855737686157,0.2509910464286804,-0.13585661351680756,0.9998390078544617,0.3643868565559387,0.29022878408432007,-0.03391224518418312,0.9997124671936035,0.36314404010772705,0.2873309552669525,-0.07905364781618118,0.9998860955238342,0.33843597769737244,0.32718420028686523,0.10979923605918884,0.9996750354766846,0.3066079318523407,0.31421345472335815,-0.17719368636608124,0.999984860420227,0.35143885016441345,0.4235036075115204,0.10038796812295914,0.2229641228914261,0.3166407644748688,0.4346029758453369,-0.1864289492368698,0.9939477443695068,0.3826938271522522,0.3797154426574707,-0.07904736697673798,0.7428609728813171,0.3623170852661133,0.37980422377586365,-0.11323641240596771,0.9909891486167908,0.39283663034439087,0.365488201379776,-0.10496315360069275,0.7595686316490173,0.373670756816864,0.36815592646598816,-0.12386944144964218,0.9827199578285217,0.3878859877586365,0.3595993220806122,-0.10537157207727432,0.7698046565055847,0.37134379148483276,0.3544611632823944,-0.1249413713812828,0.9814333915710449,0.38339054584503174,0.36306437849998474,-0.08714166283607483,0.7522743940353394,0.3674343526363373,0.35792580246925354,-0.10861582309007645,0.9629701375961304,0.3449375331401825,0.5581514239311218,0.08899269253015518,0.9987353682518005,0.3225167691707611,0.5592750310897827,-0.08900836110115051,0.999196469783783,0.3643007278442383,0.6937086582183838,0.17298676073551178,0.7775093913078308,0.3084225058555603,0.7284712195396423,-0.059543292969465256,0.9933216571807861,0.36179080605506897,0.8400459289550781,0.293282151222229,0.9115642309188843,0.28130289912223816,0.8829049468040466,0.02304096706211567,0.9899436235427856,0.3541320860385895,0.8677109479904175,0.30152416229248047,0.8837400078773499,0.26914358139038086,0.9059382081031799,0.03033619374036789,0.9451550841331482,0.3984605669975281,0.8663701415061951,0.2524378299713135,0.9408793449401855,0.31074488162994385,0.9237377047538757,-0.045617543160915375,0.9838188886642456,0
5,0.3690221607685089,0.27873215079307556,-0.07129909843206406,0.9999008178710938,0.36842724680900574,0.262384295463562,-0.059526510536670685,0.9997998476028442,0.3677861988544464,0.2616056203842163,-0.05951668322086334,0.9997686147689819,0.36697784066200256,0.2605854570865631,-0.05947368964552879,0.9997748732566833,0.3671720325946808,0.26068371534347534,-0.09311658889055252,0.9998177289962769,0.3658577799797058,0.25887206196784973,-0.09312150627374649,0.9998092651367188,0.3642159402370453,0.2568431496620178,-0.0931604728102684,0.999793291091919,0.35502347350120544,0.25459253787994385,0.013640020042657852,0.9990095496177673,0.3507668673992157,0.25101417303085327,-0.14047564566135406,0.9998224377632141,0.36408236622810364,0.29018405079841614,-0.04080304130911827,0.9997031092643738,0.36285972595214844,0.2871304750442505,-0.0854882299900055,0.9998749494552612,0.33852770924568176,0.3290054500102997,0.09892498701810837,0.9996610879898071,0.30522671341896057,0.3165021240711212,-0.17972926795482635,0.9999818801879883,0.36260542273521423,0.4335492253303528,0.043903570622205734,0.22431506216526031,0.3262147903442383,0.4343310296535492,-0.18095190823078156,0.9928317666053772,0.38333430886268616,0.3756738305091858,-0.1614881157875061,0.7271451950073242,0.36725106835365295,0.3678460419178009,-0.0931200310587883,0.9894036650657654,0.3919616639614105,0.3572821617126465,-0.19328400492668152,0.7392154335975647,0.3786250054836273,0.3531098961830139,-0.10094539821147919,0.9799579381942749,0.3874303102493286,0.34934765100479126,-0.1913667470216751,0.7496241927146912,0.3745953440666199,0.33921724557876587,-0.10435930639505386,0.9785170555114746,0.3831864893436432,0.35517385601997375,-0.16943754255771637,0.7325523495674133,0.37034618854522705,0.3442409634590149,-0.0891621857881546,0.9580118060112,0.3449368178844452,0.5609441995620728,0.08435510843992233,0.9987377524375916,0.32160940766334534,0.5619221925735474,-0.08442238718271255,0.9991685748100281,0.37075239419937134,0.6942489743232727,0.1775238960981369,0.7836554050445557,0.30643564462661743,0.7269982099533081,-0.048958368599414825,0.9929160475730896,0.36232608556747437,0.8394337892532349,0.30468490719795227,0.9117477536201477,0.28161078691482544,0.8822436332702637,0.017566345632076263,0.9894016981124878,0.3542412221431732,0.8670315146446228,0.31401580572128296,0.8836425542831421,0.2692771255970001,0.9068208336830139,0.021453334018588066,0.9431264996528625,0.39856624603271484,0.8664050698280334,0.2667647898197174,0.9409228563308716,0.3098507225513458,0.9232693314552307,-0.055280134081840515,0.983391523361206,0
6,0.3684367835521698,0.2778318226337433,-0.07774940878152847,0.9998614192008972,0.3670606017112732,0.26175498962402344,-0.06778064370155334,0.9997319579124451,0.36640849709510803,0.2609535753726959,-0.06777764111757278,0.9996996521949768,0.36566129326820374,0.2599160075187683,-0.06774631142616272,0.9996970891952515,0.36595219373703003,0.26031672954559326,-0.10158863663673401,0.9997459053993225,0.36463069915771484,0.2585943937301636,-0.10158919543027878,0.9997467398643494,0.3629480004310608,0.2565743327140808,-0.10162906348705292,0.9997143745422363,0.3538671135902405,0.2545100450515747,0.003052185056731105,0.9987572431564331,0.3490832448005676,0.25105252861976624,-0.15167321264743805,0.999761164188385,0.36369210481643677,0.28931093215942383,-0.04784149304032326,0.9996353983879089,0.36257126927375793,0.2861482501029968,-0.09293634444475174,0.9998350143432617,0.3369748294353485,0.3304099142551422,0.09045740962028503,0.9996238946914673,0.3046102821826935,0.3188815712928772,-0.19040396809577942,0.9999784827232361,0.36017662286758423,0.43297022581100464,0.05287731811404228,0.22179710865020752,0.3302954137325287,0.4326898455619812,-0.1851043701171875,0.9920803904533386,0.38217100501060486,0.3767091929912567,-0.13227881491184235,0.7071667909622192,0.3714665174484253,0.358677476644516,-0.11280227452516556,0.9883902668952942,0.38804128766059875,0.3573082387447357,-0.1604582965373993,0.7156007885932922,0.3837306797504425,0.3371570110321045,-0.12249575555324554,0.9781895279884338,0.3838469088077545,0.34699293971061707,-0.16082553565502167,0.7262329459190369,0.3788480758666992,0.3251775801181793,-0.12457864731550217,0.9766986966133118,0.38034194707870483,0.3533070385456085,-0.1404852271080017,0.7095429301261902,0.37409791350364685,0.3324340879917145,-0.10861651599407196,0.9547443389892578,0.3452453911304474,0.5640366673469543,0.08399534225463867,0.9987297654151917,0.3207468092441559,0.5635149478912354,-0.08405649662017822,0.9991493821144104,0.37573397159576416,0.6945717334747314,0.18631424009799957,0.7853208184242249,0.30386924743652344,0.7247508764266968,-0.050291113555431366,0.9922775030136108,0.36421215534210205,0.838394045829773,0.32259079813957214,0.9101083874702454,0.28111666440963745,0.8820266723632812,0.015592161566019058,0.9886215925216675,0.3550848066806793,0.8655924201011658,0.33280321955680847,0.8821661472320557,0.2693662941455841,0.9062677621841431,0.019128551706671715,0.9410051107406616,0.39900535345077515,0.866587221622467,0.2865574061870575,0.939907968044281,0.3073561489582062,0.9211457967758179,-0.057801105082035065,0.982809841632843,0
7,0.3667728304862976,0.27739182114601135,-0.07804978638887405,0.9997687935829163,0.36508578062057495,0.2615998387336731,-0.06774836033582687,0.9995615482330322,0.3644936978816986,0.2607406973838806,-0.06775625050067902,0.9995052814483643,0.3638401925563812,0.2596571147441864,-0.06773293018341064,0.9995065331459045,0.3639930784702301,0.2602396309375763,-0.10128877311944962,0.9995784759521484,0.3625609278678894,0.2584798038005829,-0.10128699243068695,0.999586284160614,0.3608836829662323,0.25644001364707947,-0.10132928192615509,0.9995403289794922,0.35275793075561523,0.25450119376182556,0.002611481584608555,0.9981415271759033,0.347420334815979,0.2510688304901123,-0.1516588032245636,0.9995894432067871,0.3623490333557129,0.28848767280578613,-0.04839658737182617,0.9994500875473022,0.3611007630825043,0.28582218289375305,-0.09314116090536118,0.9997251033782959,0.33490800857543945,0.33068084716796875,0.0903911218047142,0.9994820356369019,0.3045974671840668,0.31928306818008423,-0.19168664515018463,0.9999681115150452,0.35732704401016235,0.43291279673576355,0.0841919332742691,0.2106882780790329,0.3369075655937195,0.41856616735458374,-0.2018767148256302,0.9914764761924744,0.38129204511642456,0.3777158558368683,-0.055463757365942,0.6787573099136353,0.37369629740715027,0.3396390378475189,-0.1310441642999649,0.9878920316696167,0.38525471091270447,0.35746389627456665,-0.07662396132946014,0.6877056956291199,0.3849793076515198,0.31501561403274536,-0.1467112898826599,0.9775177240371704,0.3843567669391632,0.34914034605026245,-0.08114276081323624,0.6983848214149475,0.37996017932891846,0.3080878257751465,-0.14918580651283264,0.9759334921836853,0.3788963854312897,0.3552655577659607,-0.06435129791498184,0.6821963787078857,0.3756686747074127,0.31584432721138,-0.1293080598115921,0.9532986283302307,0.34569051861763,0.5652986764907837,0.08289946615695953,0.9986717104911804,0.32039108872413635,0.5646008849143982,-0.08291851729154587,0.9990789890289307,0.3785264790058136,0.6941964030265808,0.18468256294727325,0.7921250462532043,0.2992955446243286,0.724166214466095,-0.03239224851131439,0.9921553134918213,0.36452338099479675,0.8363998532295227,0.3156723380088806,0.9111624956130981,0.28127342462539673,0.8823227882385254,0.04690893739461899,0.9886218309402466,0.35523462295532227,0.8633403778076172,0.32505539059638977,0.8833208680152893,0.2692378759384155,0.9095580577850342,0.05160815268754959,0.9406291842460632,0.3990534543991089,0.8665900826454163,0.2787388265132904,0.9408502578735352,0.3077823519706726,0.922766923904419,-0.027513926848769188,0.9829272031784058,0
8,0.3666399419307709,0.2757783532142639,-0.06527484953403473,0.9996365904808044,0.36463651061058044,0.2604672610759735,-0.05488793924450874,0.9993417263031006,0.3639458119869232,0.25945010781288147,-0.05491878092288971,0.9992559552192688,0.36320382356643677,0.2583106756210327,-0.05490938201546669,0.9992699027061462,0.36364758014678955,0.25933602452278137,-0.08823161572217941,0.9993510842323303,0.36221009492874146,0.25758522748947144,-0.08823791891336441,0.9993640780448914,0.36052051186561584,0.25569480657577515,-0.08829104900360107,0.9993107914924622,0.35193273425102234,0.2542082369327545,0.010788409039378166,0.9972706437110901,0.34717950224876404,0.25106167793273926,-0.1407269984483719,0.9993818998336792,0.36219558119773865,0.28670036792755127,-0.03726975619792938,0.9991860389709473,0.3610048294067383,0.284954696893692,-0.08126868307590485,0.9995582699775696,0.33512020111083984,0.3322770297527313,0.09458068758249283,0.9993124008178711,0.3048573434352875,0.3194122612476349,-0.18590086698532104,0.9999565482139587,0.35583892464637756,0.43258243799209595,0.07670224457979202,0.19821983575820923,0.3406163454055786,0.40830960869789124,-0.19180385768413544,0.9908260107040405,0.37973660230636597,0.37909427285194397,-0.09209480881690979,0.641571044921875,0.3743380606174469,0.32614174485206604,-0.104454904794693,0.9871540665626526,0.38260287046432495,0.3607955276966095,-0.11970854550600052,0.6527376174926758,0.38438352942466736,0.3033922016620636,-0.11599186062812805,0.9764793515205383,0.3851945102214813,0.350077360868454,-0.12056558579206467,0.6636518239974976,0.37953850626945496,0.29841578006744385,-0.11832959949970245,0.9747977256774902,0.37973079085350037,0.3560888469219208,-0.10114109516143799,0.6488699913024902,0.3752269744873047,0.3075098991394043,-0.10122396051883698,0.951430082321167,0.3465668559074402,0.5646090507507324,0.08195957541465759,0.9986184239387512,0.32026392221450806,0.563627302646637,-0.08195862919092178,0.9989930987358093,0.3786538541316986,0.6941097974777222,0.16532544791698456,0.7940561771392822,0.29885613918304443,0.721845269203186,-0.026896290481090546,0.991593062877655,0.36450082063674927,0.8361309170722961,0.2759161591529846,0.9101078510284424,0.28025808930397034,0.8821548223495483,0.05514479801058769,0.9881061315536499,0.3552232086658478,0.8634127974510193,0.2836262583732605,0.8819636106491089,0.2682317793369293,0.9090858697891235,0.0603485032916069,0.9384095072746277,0.3990359902381897,0.8663363456726074,0.23743994534015656,0.9405972361564636,0.3079823851585388,0.9233052134513855,-0.014301072806119919,0.982539176940918,0
9,0.3667338192462921,0.2744419574737549,-0.06946398317813873,0.9994276165962219,0.36483070254325867,0.25898200273513794,-0.05859236419200897,0.998970627784729,0.3641240894794464,0.2578175365924835,-0.05860154330730438,0.9988411068916321,0.3633582293987274,0.2566351294517517,-0.05857570096850395,0.9988765120506287,0.3638439178466797,0.25823718309402466,-0.09199902415275574,0.998961329460144,0.3624173104763031,0.2566000521183014,-0.09200422465801239,0.998975932598114,0.3607352375984192,0.2548857033252716,-0.09205207228660583,0.9988934397697449,0.3521111309528351,0.2535232603549957,0.005793603137135506,0.9959667325019836,0.34737762808799744,0.25092267990112305,-0.1410829722881317,0.9989748001098633,0.3622511923313141,0.2850184738636017,-0.039958614856004715,0.998786985874176,0.36105239391326904,0.2840392291545868,-0.08455073088407516,0.9992745518684387,0.3372526168823242,0.3327501714229584,0.08896700292825699,0.9991588592529297,0.30578312277793884,0.31963932514190674,-0.1868392378091812,0.9999383687973022,0.35518673062324524,0.4332420527935028,0.07575896382331848,0.18628250062465668,0.3428605794906616,0.4070375859737396,-0.19238798320293427,0.989660382270813,0.37891772389411926,0.39216792583465576,-0.09090784937143326,0.6050228476524353,0.37577104568481445,0.32263413071632385,-0.11072368919849396,0.9859257936477661,0.3798735439777374,0.38794463872909546,-0.11840004473924637,0.6184374094009399,0.38421979546546936,0.2996932566165924,-0.12388622015714645,0.9749704599380493,0.37927716970443726,0.37295258045196533,-0.12016240507364273,0.6295151114463806,0.37941834330558777,0.29592180252075195,-0.12582962214946747,0.9731617569923401,0.3766627907752991,0.375794380903244,-0.10020308941602707,0.6157769560813904,0.3755653202533722,0.3045492172241211,-0.10759042948484421,0.9486935138702393,0.34679746627807617,0.5640843510627747,0.08076182007789612,0.9985729455947876,0.3202854096889496,0.5630118250846863,-0.08075150847434998,0.9988718628883362,0.37929946184158325,0.6940032243728638,0.16478902101516724,0.79457026720047,0.2998308837413788,0.7105425000190735,-0.0032135257497429848,0.9909024834632874,0.3656768798828125,0.8347139358520508,0.2780834138393402,0.9085612297058105,0.2795143127441406,0.8794615864753723,0.10399162769317627,0.9873771667480469,0.35563740134239197,0.8624059557914734,0.2863195240497589,0.880506694316864,0.2677803635597229,0.9033938646316528,0.11199641972780228,0.9358687400817871,0.3997036814689636,0.8662495017051697,0.24083176255226135,0.9399990439414978,0.3075557053089142,0.9228194355964661,0.041475169360637665,0.9818114638328552,0
